--------- beginning of system
08-27 07:00:13.637 W/Looper  (  506): Slow dispatch took 119ms android.fg h=android.os.Handler c=com.android.server.am.SameProcessApplicationThread$$ExternalSyntheticLambda1@dcd1df8 m=0
08-27 07:00:13.637 I/ActivityManager(  506): Posting BOOT_COMPLETED user #0
08-27 07:06:14.065 D/ActivityManager(  506): freezing 2009 com.android.calendar
08-27 07:06:14.065 D/ActivityManager(  506): freezing 2032 com.android.camera2
08-27 07:06:14.065 D/ActivityManager(  506): freezing 1676 com.android.printspooler
08-27 07:06:14.066 D/ActivityManager(  506): freezing 2050 com.android.contacts
08-27 07:06:14.069 D/ActivityManager(  506): freezing 2073 com.android.dynsystem
08-27 07:06:14.069 D/ActivityManager(  506): freezing 2099 com.android.dynsystem:dynsystem
08-27 07:06:14.069 D/ActivityManager(  506): freezing 1751 android.process.media
08-27 07:06:14.069 D/ActivityManager(  506): freezing 1799 com.android.carrierdefaultapp
08-27 07:06:14.069 D/ActivityManager(  506): freezing 2263 com.android.statementservice
08-27 07:06:14.070 D/ActivityManager(  506): freezing 2206 com.android.rkpdapp
08-27 07:06:14.070 D/ActivityManager(  506): freezing 2109 com.android.messaging
08-27 07:06:14.070 D/ActivityManager(  506): freezing 1854 com.android.imsserviceentitlement
08-27 07:06:14.070 D/ActivityManager(  506): freezing 1229 com.android.cellbroadcastreceiver.module
08-27 07:06:14.070 D/ActivityManager(  506): freezing 1720 com.android.providers.calendar
08-27 07:06:14.070 D/ActivityManager(  506): freezing 1821 com.android.externalstorage
08-27 07:06:14.070 D/ActivityManager(  506): freezing 1502 com.android.documentsui
08-27 07:06:14.070 D/ActivityManager(  506): freezing 1380 android.process.acore
08-27 07:06:14.070 D/ActivityManager(  506): freezing 1009 com.android.settings
08-27 07:06:14.070 D/ActivityManager(  506): freezing 816 com.android.permissioncontroller
08-27 07:06:14.249 D/EGL_emulation( 3778): app_time_stats: avg=122.27ms min=41.00ms max=526.32ms count=8
08-27 07:06:15.272 D/EGL_emulation( 3778): app_time_stats: avg=64.38ms min=50.41ms max=83.41ms count=15
08-27 07:06:16.174 I/wpa_supplicant(  787): wlan0: CTRL-EVENT-BEACON-LOSS 
08-27 07:06:16.341 D/EGL_emulation( 3778): app_time_stats: avg=68.09ms min=47.24ms max=88.02ms count=15
08-27 07:06:16.548 D/ProfileInstaller( 3778): Skipping profile installation for com.forli.meteo
08-27 07:06:16.734 D/StatusBarIconController(  800): ignoring old pipeline callback because the new wifi icon is enabled
08-27 07:06:17.402 D/StatusBarIconController(  800): ignoring old pipeline callbacks, because the new mobile icons are enabled
08-27 07:06:17.416 D/EGL_emulation( 3778): app_time_stats: avg=72.26ms min=47.26ms max=122.12ms count=14
08-27 07:06:18.440 D/EGL_emulation( 3778): app_time_stats: avg=64.79ms min=44.50ms max=94.23ms count=15
08-27 07:06:19.464 D/EGL_emulation( 3778): app_time_stats: avg=63.67ms min=51.58ms max=77.92ms count=15
08-27 07:06:20.482 D/EGL_emulation( 3778): app_time_stats: avg=64.89ms min=45.65ms max=77.98ms count=15
08-27 07:06:21.509 D/EGL_emulation( 3778): app_time_stats: avg=69.29ms min=47.25ms max=85.66ms count=14
08-27 07:06:22.535 D/EGL_emulation( 3778): app_time_stats: avg=65.84ms min=48.67ms max=77.07ms count=15
08-27 07:06:23.609 D/EGL_emulation( 3778): app_time_stats: avg=63.75ms min=46.26ms max=81.60ms count=16
08-27 07:06:24.109 I/wpa_supplicant(  787): wlan0: CTRL-EVENT-BEACON-LOSS 
08-27 07:06:24.579 D/ActivityManager(  506): freezer override set to true
08-27 07:06:24.579 D/ActivityManager(  506): sync unfroze 1506 com.android.music for 19
08-27 07:06:24.579 D/ActivityManager(  506): sync unfroze 1630 com.android.keychain for 19
08-27 07:06:24.579 D/ActivityManager(  506): sync unfroze 1504 com.android.sdksetup for 19
08-27 07:06:24.579 D/ActivityManager(  506): sync unfroze 1346 com.android.carrierconfig for 19
08-27 07:06:24.579 D/ActivityManager(  506): sync unfroze 1256 com.android.cellbroadcastreceiver for 19
08-27 07:06:24.579 D/ActivityManager(  506): sync unfroze 1976 com.android.traceur for 19
08-27 07:06:24.579 D/ActivityManager(  506): sync unfroze 1848 com.android.localtransport for 19
08-27 07:06:24.579 D/ActivityManager(  506): sync unfroze 1668 com.android.quicksearchbox for 19
08-27 07:06:24.580 D/ActivityManager(  506): sync unfroze 2009 com.android.calendar for 19
08-27 07:06:24.580 D/ActivityManager(  506): sync unfroze 2032 com.android.camera2 for 19
08-27 07:06:24.580 D/ActivityManager(  506): sync unfroze 1676 com.android.printspooler for 19
08-27 07:06:24.580 D/ActivityManager(  506): sync unfroze 2050 com.android.contacts for 19
08-27 07:06:24.580 D/ActivityManager(  506): sync unfroze 2073 com.android.dynsystem for 19
08-27 07:06:24.580 D/ActivityManager(  506): sync unfroze 2099 com.android.dynsystem:dynsystem for 19
08-27 07:06:24.580 D/ActivityManager(  506): sync unfroze 1751 android.process.media for 19
08-27 07:06:24.580 D/ActivityManager(  506): sync unfroze 1799 com.android.carrierdefaultapp for 19
08-27 07:06:24.580 D/ActivityManager(  506): sync unfroze 2263 com.android.statementservice for 19
08-27 07:06:24.580 D/ActivityManager(  506): sync unfroze 2206 com.android.rkpdapp for 19
08-27 07:06:24.580 D/ActivityManager(  506): sync unfroze 2109 com.android.messaging for 19
08-27 07:06:24.580 D/ActivityManager(  506): sync unfroze 1854 com.android.imsserviceentitlement for 19
08-27 07:06:24.580 D/ActivityManager(  506): sync unfroze 1229 com.android.cellbroadcastreceiver.module for 19
08-27 07:06:24.584 D/ActivityManager(  506): sync unfroze 1720 com.android.providers.calendar for 19
08-27 07:06:24.587 D/ActivityManager(  506): sync unfroze 1821 com.android.externalstorage for 19
08-27 07:06:24.587 D/ActivityManager(  506): sync unfroze 1502 com.android.documentsui for 19
08-27 07:06:24.588 D/ActivityManager(  506): sync unfroze 1380 android.process.acore for 19
08-27 07:06:24.588 D/ActivityManager(  506): sync unfroze 1009 com.android.settings for 19
08-27 07:06:24.589 D/ActivityManager(  506): sync unfroze 816 com.android.permissioncontroller for 19
08-27 07:06:24.632 D/EGL_emulation( 3778): app_time_stats: avg=71.04ms min=47.48ms max=97.49ms count=14
08-27 07:06:24.741 D/ActivityManager(  506): freezer override set to false
08-27 07:06:25.685 D/EGL_emulation( 3778): app_time_stats: avg=67.69ms min=45.07ms max=96.72ms count=15
08-27 07:06:26.485 I/com.forli.meteo( 3778): Background concurrent copying GC freed 128645(4081KB) AllocSpace objects, 7(140KB) LOS objects, 49% free, 3510KB/7020KB, paused 44us,39us total 160.706ms
08-27 07:06:26.726 D/EGL_emulation( 3778): app_time_stats: avg=65.86ms min=54.28ms max=91.94ms count=15
08-27 07:06:27.407 D/StatusBarIconController(  800): ignoring old pipeline callbacks, because the new mobile icons are enabled
08-27 07:06:27.773 D/EGL_emulation( 3778): app_time_stats: avg=66.84ms min=48.50ms max=88.17ms count=15
08-27 07:06:28.818 D/EGL_emulation( 3778): app_time_stats: avg=66.50ms min=48.03ms max=81.74ms count=15
08-27 07:06:29.855 D/ActivityManager(  506): freezer override set to true
08-27 07:06:29.897 D/EGL_emulation( 3778): app_time_stats: avg=67.73ms min=47.97ms max=90.69ms count=15
08-27 07:06:30.056 D/ActivityManager(  506): freezer override set to false
08-27 07:06:30.156 I/ActivityManager(  506): Force stopping com.forli.meteo appid=10141 user=0: from pid 3848
08-27 07:06:30.160 I/ActivityManager(  506): Killing 3778:com.forli.meteo/u0a141 (adj 0): stop com.forli.meteo due to from pid 3848
08-27 07:06:30.160 W/ActivityTaskManager(  506): Force removing ActivityRecord{fa6bbdf u0 com.forli.meteo/.MainActivity t26 f}}: app died, no saved state
08-27 07:06:30.161 V/WindowManagerShell(  800): Transition requested: android.os.BinderProxy@b375c21 TransitionRequestInfo { type = CLOSE, triggerTask = TaskInfo{userId=0 taskId=26 displayId=0 isRunning=false baseIntent=Intent { flg=0x10000000 cmp=com.forli.meteo/.MainActivity } baseActivity=null topActivity=null origActivity=null realActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} numActivities=0 lastActiveTime=389472 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{android.window.IWindowContainerToken$Stub$Proxy@72a7846} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=null topActivityInfo=null launchCookies=[] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=true isVisible=true isVisibleRequested=true isSleeping=false topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= false topActivityLetterboxed= false isFromDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=-1 topActivityLetterboxHeight=-1 locusId=null displayAreaFeatureId=1 cameraCompatControlState=hidden}, remoteTransition = null, displayChange = null }
08-27 07:06:30.164 D/DisplayManagerService(  506): Drop pending events for gone uid 10141
08-27 07:06:30.172 D/OomAdjuster(  506): Not killing cached processes
08-27 07:06:30.180 D/CarrierSvcBindHelper( 1008): onHandleForceStop: [com.forli.meteo]
08-27 07:06:30.181 D/CarrierSvcBindHelper( 1008): No carrier app for: 0
08-27 07:06:30.186 V/ActivityManager(  506): Got obituary of 3778:com.forli.meteo
08-27 07:06:30.187 I/ImeTracker(  506): com.forli.meteo:d742543e: onRequestHide at ORIGIN_SERVER_HIDE_INPUT reason HIDE_REMOVE_CLIENT
08-27 07:06:30.187 I/ImeTracker(  506): com.forli.meteo:d742543e: onCancelled at PHASE_SERVER_SHOULD_HIDE
08-27 07:06:30.187 I/WindowManager(  506): WIN DEATH: Window{e03b319 u0 com.forli.meteo/com.forli.meteo.MainActivity}
08-27 07:06:30.187 W/InputManager-JNI(  506): Input channel object 'e03b319 com.forli.meteo/com.forli.meteo.MainActivity (client)' was disposed without first being removed with the input manager!
08-27 07:06:30.192 I/BpBinder(  388): onLastStrongRef automatically unlinking death recipients: 
08-27 07:06:30.195 V/WindowManager(  506): Unknown focus tokens, dropping reportFocusChanged
08-27 07:06:30.195 I/Zygote  (  325): Process 3778 exited due to signal 9 (Killed)
08-27 07:06:30.196 D/audioserver(  385): FGS Logger Transaction failed
08-27 07:06:30.196 D/audioserver(  385): -129
08-27 07:06:30.196 W/ForegroundServiceTypeLoggerModule(  506): API event end called before start!
08-27 07:06:30.214 W/WindowManager(  506): Failed to deliver inset control state change to w=Window{e03b319 u0 com.forli.meteo/com.forli.meteo.MainActivity EXITING}
08-27 07:06:30.214 W/WindowManager(  506): android.os.DeadObjectException
08-27 07:06:30.214 W/WindowManager(  506): 	at android.os.BinderProxy.transactNative(Native Method)
08-27 07:06:30.214 W/WindowManager(  506): 	at android.os.BinderProxy.transact(BinderProxy.java:584)
08-27 07:06:30.214 W/WindowManager(  506): 	at android.view.IWindow$Stub$Proxy.insetsControlChanged(IWindow.java:479)
08-27 07:06:30.214 W/WindowManager(  506): 	at com.android.server.wm.WindowState.notifyInsetsControlChanged(WindowState.java:3802)
08-27 07:06:30.214 W/WindowManager(  506): 	at com.android.server.wm.InsetsStateController.lambda$notifyPendingInsetsControlChanged$3(InsetsStateController.java:343)
08-27 07:06:30.214 W/WindowManager(  506): 	at com.android.server.wm.InsetsStateController.$r8$lambda$8yykPRG1GyNq_J17QvL9d5xANMc(InsetsStateController.java:0)
08-27 07:06:30.214 W/WindowManager(  506): 	at com.android.server.wm.InsetsStateController$$ExternalSyntheticLambda2.run(R8$$SyntheticClass:0)
08-27 07:06:30.214 W/WindowManager(  506): 	at com.android.server.wm.WindowAnimator.executeAfterPrepareSurfacesRunnables(WindowAnimator.java:294)
08-27 07:06:30.214 W/WindowManager(  506): 	at com.android.server.wm.WindowAnimator.animate(WindowAnimator.java:202)
08-27 07:06:30.214 W/WindowManager(  506): 	at com.android.server.wm.WindowAnimator.lambda$new$1(WindowAnimator.java:99)
08-27 07:06:30.214 W/WindowManager(  506): 	at com.android.server.wm.WindowAnimator.$r8$lambda$aHNu1uhcqxihX5NZc4McDDQPAyw(WindowAnimator.java:0)
08-27 07:06:30.214 W/WindowManager(  506): 	at com.android.server.wm.WindowAnimator$$ExternalSyntheticLambda1.doFrame(R8$$SyntheticClass:0)
08-27 07:06:30.214 W/WindowManager(  506): 	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:1337)
08-27 07:06:30.214 W/WindowManager(  506): 	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:1348)
08-27 07:06:30.214 W/WindowManager(  506): 	at android.view.Choreographer.doCallbacks(Choreographer.java:952)
08-27 07:06:30.214 W/WindowManager(  506): 	at android.view.Choreographer.doFrame(Choreographer.java:878)
08-27 07:06:30.214 W/WindowManager(  506): 	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:1322)
08-27 07:06:30.214 W/WindowManager(  506): 	at android.os.Handler.handleCallback(Handler.java:958)
08-27 07:06:30.214 W/WindowManager(  506): 	at android.os.Handler.dispatchMessage(Handler.java:99)
08-27 07:06:30.214 W/WindowManager(  506): 	at android.os.Looper.loopOnce(Looper.java:205)
08-27 07:06:30.214 W/WindowManager(  506): 	at android.os.Looper.loop(Looper.java:294)
08-27 07:06:30.214 W/WindowManager(  506): 	at android.os.HandlerThread.run(HandlerThread.java:67)
08-27 07:06:30.214 W/WindowManager(  506): 	at com.android.server.ServiceThread.run(ServiceThread.java:46)
08-27 07:06:30.269 V/WindowManagerShell(  800): onTransitionReady android.os.BinderProxy@b375c21: {id=45 t=CLOSE f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{android.window.IWindowContainerToken$Stub$Proxy@aa2efa3} m=CLOSE f=NONE leash=Surface(name=Task=26)/@0x9deba07 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{WCT{android.window.IWindowContainerToken$Stub$Proxy@775e2a0} m=TO_FRONT f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0x8ed8734 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{null m=TO_FRONT f=IS_WALLPAPER leash=Surface(name=WallpaperWindowToken{f829b6b token=android.os.Binder@9fd30ba})/@0x28c995d sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0}]}
08-27 07:06:30.269 V/WindowManagerShell(  800): Playing animation for (#45)android.os.BinderProxy@b375c21@0
08-27 07:06:30.269 V/WindowManagerShell(  800):  try handler com.android.wm.shell.transition.DefaultMixedHandler@66ba047
08-27 07:06:30.269 V/WindowManagerShell(  800):  try handler com.android.wm.shell.keyguard.KeyguardTransitionHandler@4931074
08-27 07:06:30.269 V/WindowManagerShell(  800):  try handler com.android.wm.shell.activityembedding.ActivityEmbeddingController@f59899d
08-27 07:06:30.269 V/WindowManagerShell(  800):  try handler com.android.wm.shell.recents.RecentsTransitionHandler@d7b9e12
08-27 07:06:30.269 V/ShellRecents(  800): RecentsTransitionHandler.startAnimation: no controller found
08-27 07:06:30.269 V/WindowManagerShell(  800):  try handler com.android.wm.shell.pip.PipTransition@bb7f9e3
08-27 07:06:30.269 V/WindowManagerShell(  800):  try handler com.android.wm.shell.splitscreen.StageCoordinator@40abfe0
08-27 07:06:30.269 V/WindowManagerShell(  800):  try handler com.android.wm.shell.transition.RemoteTransitionHandler@64a2299
08-27 07:06:30.269 V/WindowManagerShell(  800): Transition doesn't have explicit remote, search filters for match for {id=45 t=CLOSE f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{android.window.IWindowContainerToken$Stub$Proxy@aa2efa3} m=CLOSE f=NONE leash=Surface(name=Task=26)/@0x9deba07 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{WCT{android.window.IWindowContainerToken$Stub$Proxy@775e2a0} m=TO_FRONT f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0x8ed8734 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{null m=TO_FRONT f=IS_WALLPAPER leash=Surface(name=WallpaperWindowToken{f829b6b token=android.os.Binder@9fd30ba})/@0x28c995d sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0}]}
08-27 07:06:30.269 V/WindowManagerShell(  800):  Checking filter Pair{{types=[] flags=0x0] notFlags=0x100 checks=[{atype=home independent=true modes=[OPEN,TO_FRONT] flags=NONE mustBeTask=false order=TOP topActivity=ComponentInfo{com.android.launcher3/com.android.launcher3.uioverrides.QuickstepLauncher}},{atype=standard independent=true modes=[CLOSE,TO_BACK] flags=NONE mustBeTask=false order=ANY topActivity=null}]} RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@19f9ff, appThread = android.app.IApplicationThread$Stub$Proxy@f7553cc, debugName = QuickstepLaunchHome }}
08-27 07:06:30.269 V/WindowManagerShell(  800):  Delegate animation for #45 to null
08-27 07:06:30.269 V/WindowManagerShell(  800):  try handler com.android.wm.shell.transition.DefaultTransitionHandler@f8bfa0c
08-27 07:06:30.269 V/WindowManagerShell(  800): start default transition animation, info = {id=45 t=CLOSE f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{android.window.IWindowContainerToken$Stub$Proxy@aa2efa3} m=CLOSE f=NONE leash=Surface(name=Task=26)/@0x9deba07 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{WCT{android.window.IWindowContainerToken$Stub$Proxy@775e2a0} m=TO_FRONT f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0x8ed8734 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{null m=TO_FRONT f=IS_WALLPAPER leash=Surface(name=WallpaperWindowToken{f829b6b token=android.os.Binder@9fd30ba})/@0x28c995d sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0}]}
08-27 07:06:30.270 V/WindowManager(  506): Sent Transition #45 createdAt=08-27 07:06:30.160 via request=TransitionRequestInfo { type = CLOSE, triggerTask = TaskInfo{userId=0 taskId=26 displayId=0 isRunning=false baseIntent=Intent { flg=0x10000000 cmp=com.forli.meteo/.MainActivity } baseActivity=null topActivity=null origActivity=null realActivity=ComponentInfo{com.forli.meteo/com.forli.meteo.MainActivity} numActivities=0 lastActiveTime=389472 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{RemoteToken{35a7f2e Task{4b6202c #26 type=standard A=10141:com.forli.meteo}}} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=null topActivityInfo=null launchCookies=[] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=true isVisible=true isVisibleRequested=true isSleeping=false topActivityInSizeCompat=false topActivityEligibleForLetterboxEducation= false topActivityLetterboxed= false isFromDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=-1 topActivityLetterboxHeight=-1 locusId=null displayAreaFeatureId=1 cameraCompatControlState=hidden}, remoteTransition = null, displayChange = null }
08-27 07:06:30.270 V/WindowManager(  506):     startWCT=WindowContainerTransaction { changes = {} hops = [] errorCallbackToken=null taskFragmentOrganizer=null }
08-27 07:06:30.271 V/WindowManager(  506):     info={id=45 t=CLOSE f=0x0 trk=0 r=[0@Point(0, 0)] c=[{WCT{RemoteToken{35a7f2e Task{4b6202c #26 type=standard A=10141:com.forli.meteo}}} m=CLOSE f=NONE leash=Surface(name=Task=26)/@0x89a48c4 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{WCT{RemoteToken{ca17a5d Task{dc23071 #1 type=home}}} m=TO_FRONT f=SHOW_WALLPAPER leash=Surface(name=Task=1)/@0xcb86d75 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0},{null m=TO_FRONT f=IS_WALLPAPER leash=Surface(name=WallpaperWindowToken{f829b6b token=android.os.Binder@9fd30ba})/@0x9756b6c sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) d=0}]}
08-27 07:06:30.275 V/WindowManagerShell(  800): loadAnimation: anim=android.view.animation.AnimationSet@6ca4a1e animAttr=0x10 type=CLOSE isEntrance=true
08-27 07:06:30.276 V/WindowManagerShell(  800): loadAnimation: anim=android.view.animation.AnimationSet@31e9715 animAttr=0x11 type=CLOSE isEntrance=false
08-27 07:06:30.279 V/WindowManagerShell(  800):  animated by com.android.wm.shell.transition.DefaultTransitionHandler@f8bfa0c
08-27 07:06:30.287 I/ImeTracker(  506): com.android.launcher3:7cee12dc: onRequestHide at ORIGIN_SERVER_HIDE_INPUT reason HIDE_UNSPECIFIED_WINDOW
08-27 07:06:30.288 I/ImeTracker(  506): com.android.launcher3:7cee12dc: onCancelled at PHASE_SERVER_SHOULD_HIDE
08-27 07:06:30.305 W/WindowManager(  506): Failed to deliver inset control state change to w=Window{e03b319 u0 com.forli.meteo/com.forli.meteo.MainActivity EXITING}
08-27 07:06:30.305 W/WindowManager(  506): android.os.DeadObjectException
08-27 07:06:30.305 W/WindowManager(  506): 	at android.os.BinderProxy.transactNative(Native Method)
08-27 07:06:30.305 W/WindowManager(  506): 	at android.os.BinderProxy.transact(BinderProxy.java:584)
08-27 07:06:30.305 W/WindowManager(  506): 	at android.view.IWindow$Stub$Proxy.insetsControlChanged(IWindow.java:479)
08-27 07:06:30.305 W/WindowManager(  506): 	at com.android.server.wm.WindowState.notifyInsetsControlChanged(WindowState.java:3802)
08-27 07:06:30.305 W/WindowManager(  506): 	at com.android.server.wm.InsetsStateController.lambda$notifyPendingInsetsControlChanged$3(InsetsStateController.java:343)
08-27 07:06:30.305 W/WindowManager(  506): 	at com.android.server.wm.InsetsStateController.$r8$lambda$8yykPRG1GyNq_J17QvL9d5xANMc(InsetsStateController.java:0)
08-27 07:06:30.305 W/WindowManager(  506): 	at com.android.server.wm.InsetsStateController$$ExternalSyntheticLambda2.run(R8$$SyntheticClass:0)
08-27 07:06:30.305 W/WindowManager(  506): 	at com.android.server.wm.WindowAnimator.executeAfterPrepareSurfacesRunnables(WindowAnimator.java:294)
08-27 07:06:30.305 W/WindowManager(  506): 	at com.android.server.wm.WindowAnimator.animate(WindowAnimator.java:202)
08-27 07:06:30.305 W/WindowManager(  506): 	at com.android.server.wm.WindowAnimator.lambda$new$1(WindowAnimator.java:99)
08-27 07:06:30.305 W/WindowManager(  506): 	at com.android.server.wm.WindowAnimator.$r8$lambda$aHNu1uhcqxihX5NZc4McDDQPAyw(WindowAnimator.java:0)
08-27 07:06:30.305 W/WindowManager(  506): 	at com.android.server.wm.WindowAnimator$$ExternalSyntheticLambda1.doFrame(R8$$SyntheticClass:0)
08-27 07:06:30.305 W/WindowManager(  506): 	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:1337)
08-27 07:06:30.305 W/WindowManager(  506): 	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:1348)
08-27 07:06:30.305 W/WindowManager(  506): 	at android.view.Choreographer.doCallbacks(Choreographer.java:952)
08-27 07:06:30.305 W/WindowManager(  506): 	at android.view.Choreographer.doFrame(Choreographer.java:878)
08-27 07:06:30.305 W/WindowManager(  506): 	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:1322)
08-27 07:06:30.305 W/WindowManager(  506): 	at android.os.Handler.handleCallback(Handler.java:958)
08-27 07:06:30.305 W/WindowManager(  506): 	at android.os.Handler.dispatchMessage(Handler.java:99)
08-27 07:06:30.305 W/WindowManager(  506): 	at android.os.Looper.loopOnce(Looper.java:205)
08-27 07:06:30.305 W/WindowManager(  506): 	at android.os.Looper.loop(Looper.java:294)
08-27 07:06:30.305 W/WindowManager(  506): 	at android.os.HandlerThread.run(HandlerThread.java:67)
08-27 07:06:30.305 W/WindowManager(  506): 	at com.android.server.ServiceThread.run(ServiceThread.java:46)
08-27 07:06:30.358 D/EGL_emulation(  800): app_time_stats: avg=18428.02ms min=18428.02ms max=18428.02ms count=1
08-27 07:06:30.368 W/Looper  (  800): Slow delivery took 62ms wmshell.main h=android.os.Handler c=com.android.wm.shell.transition.DefaultTransitionHandler$$ExternalSyntheticLambda7@1a77ef6 m=0
08-27 07:06:30.368 V/WindowManagerShell(  800): Transition animation finished (aborted=false), notifying core (#45)android.os.BinderProxy@b375c21@0
08-27 07:06:30.375 W/WindowManager(  506): Exception thrown during dispatchAppVisibility Window{e03b319 u0 com.forli.meteo/com.forli.meteo.MainActivity EXITING}
08-27 07:06:30.375 W/WindowManager(  506): android.os.DeadObjectException
08-27 07:06:30.375 W/WindowManager(  506): 	at android.os.BinderProxy.transactNative(Native Method)
08-27 07:06:30.375 W/WindowManager(  506): 	at android.os.BinderProxy.transact(BinderProxy.java:584)
08-27 07:06:30.375 W/WindowManager(  506): 	at android.view.IWindow$Stub$Proxy.dispatchAppVisibility(IWindow.java:546)
08-27 07:06:30.375 W/WindowManager(  506): 	at com.android.server.wm.WindowState.sendAppVisibilityToClients(WindowState.java:3271)
08-27 07:06:30.375 W/WindowManager(  506): 	at com.android.server.wm.WindowContainer.sendAppVisibilityToClients(WindowContainer.java:1221)
08-27 07:06:30.375 W/WindowManager(  506): 	at com.android.server.wm.WindowToken.setClientVisible(WindowToken.java:409)
08-27 07:06:30.375 W/WindowManager(  506): 	at com.android.server.wm.ActivityRecord.setClientVisible(ActivityRecord.java:6946)
08-27 07:06:30.375 W/WindowManager(  506): 	at com.android.server.wm.ActivityRecord.postApplyAnimation(ActivityRecord.java:5637)
08-27 07:06:30.375 W/WindowManager(  506): 	at com.android.server.wm.ActivityRecord.commitVisibility(ActivityRecord.java:5580)
08-27 07:06:30.375 W/WindowManager(  506): 	at com.android.server.wm.Transition.finishTransition(Transition.java:1151)
08-27 07:06:30.375 W/WindowManager(  506): 	at com.android.server.wm.TransitionController.finishTransition(TransitionController.java:868)
08-27 07:06:30.375 W/WindowManager(  506): 	at com.android.server.wm.WindowOrganizerController.finishTransition(WindowOrganizerController.java:396)
08-27 07:06:30.375 W/WindowManager(  506): 	at android.window.IWindowOrganizerController$Stub.onTransact(IWindowOrganizerController.java:286)
08-27 07:06:30.375 W/WindowManager(  506): 	at com.android.server.wm.WindowOrganizerController.onTransact(WindowOrganizerController.java:181)
08-27 07:06:30.375 W/WindowManager(  506): 	at android.os.Binder.execTransactInternal(Binder.java:1339)
08-27 07:06:30.375 W/WindowManager(  506): 	at android.os.Binder.execTransact(Binder.java:1275)
08-27 07:06:30.375 I/Process (  506): Sending signal. PID: 3778 SIG: 9
08-27 07:06:30.376 W/ActivityManager(  506): setHasOverlayUi called on unknown pid: 3778
08-27 07:06:30.381 V/WindowManagerShell(  800): Track 0 became idle
08-27 07:06:30.381 V/WindowManagerShell(  800): All active transition animations finished
08-27 07:06:30.384 W/Looper  (  800): Drained
08-27 07:06:30.392 V/WindowManager(  506): Finish Transition #45: created at 08-27 07:06:30.160 collect-started=0.029ms request-sent=0.08ms started=12.587ms ready=12.574ms sent=106.666ms finished=208.664ms
08-27 07:06:30.416 D/EGL_emulation(  800): app_time_stats: avg=9147.94ms min=1.65ms max=18294.23ms count=2
08-27 07:06:30.460 E/BpTransactionCompletedListener(  388): Failed to transact (-32)
08-27 07:06:31.204 D/CompatibilityChangeReporter(  506): Compat change id reported: 161252188; UID 10141; state: DISABLED
08-27 07:06:31.205 W/ActivityTaskManager(  506): callingPackage for (uid=2000, pid=3855) has no WPC
